,designation,period,provenience
P262851,"AfO 29/30, 027, CBS 07873",Old Babylonian,Nippur
P262853,"AfO 29/30, 027, CBS 07875",Old Babylonian,Nippur
P262860,"MSL 15, 102",Middle Babylonian,Nippur
P262867,CBS 07901,Old Babylonian,Nippur
P262868,CBS 07902,Old Babylonian,Nippur
P262870,CBS 07906,not entered,Nippur
P262909,"AfO 29/30, 027, CBS 07959",Old Babylonian,Nippur
P262934,SLT 248,Old Babylonian,Nippur
P262953,CBS 08021,Old Babylonian,Nippur
P262963,CBS 08036,Old Babylonian,Nippur
P262966,"JCS 52, 089 06",Middle Babylonian,Nippur
P262969,"AfO 29/30, 027, CBS 08042",Old Babylonian,Nippur
P262978,CBS 08054,Old Babylonian,Nippur
P262980,CBS 08057,Old Babylonian,Nippur
P262983,"AfO 29/30, 027, CBS 08060",Old Babylonian,Nippur
P262986,CBS 08068,Old Babylonian,Nippur
P263015,CBS 08103,Old Babylonian,Nippur
P263041,"AOAT 362, pl.08 CBS 8145",Old Babylonian,Nippur
P263084,CBS 08208,Old Babylonian,Nippur
P263111,CBS 08245,Middle Babylonian,Nippur
P263153,CBS 08306,Old Babylonian,Nippur
P263275,CBS 08465,Old Babylonian,Nippur
P263328,CBS 08525,not entered,Nippur
P263338,CBS 08538,Middle Babylonian,Nippur
P263353,"JCS 52, 093 21",Middle Babylonian,Nippur
P263377,CBS 08579,Old Babylonian,Nippur
P263556,NABU 2007/66,Middle Babylonian,Nippur
P263622,CBS 08801,Neo-Babylonian,Nippur
P263623,"PBS 12, 06",Neo-Babylonian,Nippur
P263626,"PBS 05, 133",Neo-Babylonian,Nippur
P263885,CBS 06110,Old Babylonian,Nippur
P264036,"PBS 11/3, 034",Old Babylonian,Nippur
P264038,"PBS 11/2, 045",Old Babylonian,Nippur
P264039,"PBS 11/2, 054",Old Babylonian,Nippur
P264041,"PBS 11/3, 041",Old Babylonian,Nippur
P264042,"PBS 11/2, 047",Old Babylonian,Nippur
P264043,CBS 06379,Old Babylonian,Nippur
P264044,"PBS 11/3, 021",Old Babylonian,Nippur
P264045,"PBS 11/3, 049",Old Babylonian,Nippur
P264046,"PBS 11/3, 067",Old Babylonian,Nippur
P264047,SLT 124,Old Babylonian,Nippur
P264048,"PBS 11/2, 052",Old Babylonian,Nippur
P264049,"PBS 11/3, 005",Old Babylonian,Nippur
P264051,"PBS 11/3, 022",Old Babylonian,Nippur
P264054,"PBS 11/2, 061",Old Babylonian,Nippur
P264055,CBS 06413,Old Babylonian,Nippur
P264056,"PBS 11/3, 014",Old Babylonian,Nippur
P264057,"PBS 11/2, 031",Old Babylonian,Nippur
P264058,SLT 239,Old Babylonian,Nippur
P264060,"PBS 11/2, 016",Old Babylonian,Nippur
P264061,"PBS 11/2, 033",Old Babylonian,Nippur
P264062,"PBS 11/3, 020",Old Babylonian,Nippur
P264065,"PBS 11/2, 004",Old Babylonian,Nippur
P264066,CBS 06448,Old Babylonian,Nippur
P264067,CBS 06449,Old Babylonian,Nippur
P264068,"PBS 11/2, 037",Old Babylonian,Nippur
P264071,CBS 06456,Neo-Babylonian,Nippur
P264073,CBS 06484 + CBS 14092 + N 6490,Old Babylonian,Nippur
P264074,CBS 06485,Old Babylonian,Nippur
P264075,SLT 026,Old Babylonian,Nippur
P264078,CBS 06500,Old Babylonian,Nippur
P264080,"AfO 29/30, 025, CBS 06506",Old Babylonian,Nippur
P264081,CBS 06507,Old Babylonian,Nippur
P264082,CBS 06508,Neo-Babylonian,Nippur
P264083,CBS 06510,Neo-Babylonian,Nippur
P264084,CBS 06512,Old Babylonian,Nippur
P264087,"AfO 29/30, 025, CBS 06523",Old Babylonian,Nippur
P264088,"AfO 29/30, 025, CBS 06525",Old Babylonian,Nippur
P264089,SLT 020,Old Babylonian,Nippur
P264090,"AfO 29/30, 025, CBS 06534",Old Babylonian,Nippur
P264092,CBS 06537,Old Babylonian,Nippur
P264093,"AfO 29/30, 025, CBS 06538",Old Babylonian,Nippur
P264094,"PBS 11/3, 048",Old Babylonian,Nippur
P264095,CBS 06541,Old Babylonian,Nippur
P264097,CBS 06555,Old Babylonian,Nippur
P264099,CBS 06566,Old Babylonian,Nippur
P264100,CBS 06567,Old Babylonian,Nippur
P264163,"AfO 29/30, 026, CBS 06654",Old Babylonian,Nippur
P264165,"PBS 11/3, 046",Old Babylonian,Nippur
P264166,"PBS 11/3, 039",Old Babylonian,Nippur
P264167,"PBS 11/3, 063",Old Babylonian,Nippur
P264168,"AfO 29/30, 026, CBS 06664",Old Babylonian,Nippur
P264169,CBS 06667,Old Babylonian,Nippur
P264170,CBS 06669 + N 2965,Old Babylonian,Nippur
P264171,CBS 06673,Old Babylonian,Nippur
P264172,CBS 06677,Old Babylonian,Nippur
P264173,CBS 06679,Old Babylonian,Nippur
P264174,"PBS 11/3, p. 276, CBS 06680",Old Babylonian,Nippur
P264175,"PBS 11/3, 062",Old Babylonian,Nippur
P264176,CBS 06684,Old Babylonian,Nippur
P264178,CBS 06689,Old Babylonian,Nippur
P264179,CBS 06690,Old Babylonian,Nippur
P264180,CBS 06694,Old Babylonian,Nippur
P264187,CBS 06703,Old Babylonian,Nippur
P264190,CBS 06705,Old Babylonian,Nippur
P264192,CBS 06707,Old Babylonian,Nippur
P264193,CBS 06709,Old Babylonian,Nippur
P264196,CBS 06718,Old Babylonian,Nippur
P264197,CBS 06719,Old Babylonian,Nippur
P264215,CBS 06752,Old Babylonian,Nippur
P264216,"AfO 29/30, 026, CBS 06753",Old Babylonian,Nippur
P264219,CBS 06759,Old Babylonian,Nippur
P264224,CBS 06764,Old Babylonian,Nippur
P264226,CBS 06766,Old Babylonian,Nippur
P264230,CBS 06772,Old Babylonian,Nippur
P264231,CBS 06773,Old Babylonian,Nippur
P264234,CBS 06777,Old Babylonian,Nippur
P264236,CBS 06779,Old Babylonian,Nippur
P264238,CBS 06782,Old Babylonian,Nippur
P264240,CBS 06784,Old Babylonian,Nippur
P264241,CBS 06785,Old Babylonian,Nippur
P264242,CBS 06786,Old Babylonian,Nippur
P264243,CBS 06787,Old Babylonian,Nippur
P264244,CBS 06788,Old Babylonian,Nippur
P264245,CBS 06789,Old Babylonian,Nippur
P264249,CBS 06793,Old Babylonian,Nippur
P264250,CBS 06794,Old Babylonian,Nippur
P264252,CBS 06799,Old Babylonian,Nippur
P264254,CBS 06801,Old Babylonian,Nippur
P264256,CBS 06803,Old Babylonian,Nippur
P264257,CBS 06804,Old Babylonian,Nippur
P264258,CBS 06806,Old Babylonian,Nippur
P264260,CBS 06809,Old Babylonian,Nippur
P264261,CBS 06811,Old Babylonian,Nippur
P264264,"AfO 29/30, 026, CBS 06816",Old Babylonian,Nippur
P264265,CBS 06817,Old Babylonian,Nippur
P264266,CBS 06818,Old Babylonian,Nippur
P264267,CBS 06819,Old Babylonian,Nippur
P264270,CBS 06828,Old Babylonian,Nippur
P264274,CBS 06836,Old Babylonian,Nippur
P264280,CBS 06843,Old Babylonian,Nippur
P264290,CBS 06856,Old Babylonian,Nippur
P264293,CBS 06861,Old Babylonian,Nippur
P264294,CBS 06862,Old Babylonian,Nippur
P264295,CBS 06863,Old Babylonian,Nippur
P264297,CBS 06865,Old Babylonian,Nippur
P264300,CBS 06870,Old Babylonian,Nippur
P264336,CBS 06907,Old Babylonian,Nippur
P264337,CBS 06908,Old Babylonian,Nippur
P264338,CBS 06909,Old Babylonian,Nippur
P264339,CBS 06910,Old Babylonian,Nippur
P264340,CBS 06911,Old Babylonian,Nippur
P264342,CBS 06913,Old Babylonian,Nippur
P264343,CBS 06914,Old Babylonian,Nippur
P264344,CBS 06915,Old Babylonian,Nippur
P264345,CBS 06916,Old Babylonian,Nippur
P264346,CBS 06917,Old Babylonian,Nippur
P264347,CBS 06918,Old Babylonian,Nippur
P264348,CBS 06919,Old Babylonian,Nippur
P264350,CBS 06921,Old Babylonian,Nippur
P264352,CBS 06925,Old Babylonian,Nippur
P264355,CBS 06928,Old Babylonian,Nippur
P264356,CBS 06929,Old Babylonian,Nippur
P264358,CBS 06931,Old Babylonian,Nippur
P264359,CBS 06932,Old Babylonian,Nippur
P264360,CBS 06933,Old Babylonian,Nippur
P264361,CBS 06934,Old Babylonian,Nippur
P264362,CBS 06935,Old Babylonian,Nippur
P264364,CBS 06938,Old Babylonian,Nippur
P264366,CBS 06940,Old Babylonian,Nippur
P264367,CBS 06941,Old Babylonian,Nippur
P264369,CBS 06944,Old Babylonian,Nippur
P264370,CBS 06946,Old Babylonian,Nippur
P264371,CBS 06947,Old Babylonian,Nippur
P264372,CBS 06948,Old Babylonian,Nippur
P264373,CBS 06949,Old Babylonian,Nippur
P264375,CBS 06952,Old Babylonian,Nippur
P264376,CBS 06953,Old Babylonian,Nippur
P264378,CBS 06955,Old Babylonian,Nippur
P264380,CBS 06957,Old Babylonian,Nippur
P264381,CBS 06958,Old Babylonian,Nippur
P264384,CBS 06961,Old Babylonian,Nippur
P264385,CBS 06962,Old Babylonian,Nippur
P264386,CBS 06963,Old Babylonian,Nippur
P264392,CBS 06976,Old Babylonian,Nippur
P264393,CBS 06977,Old Babylonian,Nippur
P264394,CBS 06978,Old Babylonian,Nippur
P264395,CBS 06979,Old Babylonian,Nippur
P264396,CBS 06980,Old Babylonian,Nippur
P264400,CBS 06986a,Old Babylonian,Nippur
P264404,CBS 06990,Old Babylonian,Nippur
P264407,CBS 06995,Old Babylonian,Nippur
P264415,CBS 06043,Old Babylonian,Nippur
P264420,CBS 06049,Old Babylonian,Nippur
P264426,CBS 06054,Old Babylonian,Nippur
P264431,CBS 06070,Old Babylonian,Nippur
P265442,"AfO 29/30, 028, CBS 10198",Old Babylonian,Nippur
P265470,CBS 10231,Old Babylonian,Nippur
P265684,CBS 10476,Old Babylonian,Nippur
P265710,"AfO 29/30, 028, CBS 10503",Old Babylonian,Nippur
P265712,CBS 10505 + CBS 10764,Old Babylonian,Nippur
P265982,"AfO 29/30, 029, CBS 10785",Old Babylonian,Nippur
P265983,"AfO 29/30, 029, CBS 10786",Old Babylonian,Nippur
P266060,CBS 10867A,Old Babylonian,Nippur
P266066,CBS 10873,Old Babylonian,Nippur
P266180,"AfO 29/30, 029, CBS 10999",Old Babylonian,Nippur
P266189,CBS 11011,Old Babylonian,Nippur
P266228,"AfO 29/30, 029, CBS 11054",Old Babylonian,Nippur
P266230,CBS 11057 + N 4644,Old Babylonian,Nippur
P266237,"BE 20/1, 45 CBS 11063",Neo-Babylonian,Nippur
P266302,"MSL 15, 166 A",Middle Babylonian,Nippur
P266465,CBS 11302,Neo-Babylonian,Nippur
P266466,CBS 11303,Neo-Babylonian,Nippur
P266492,"PBS 05, 134 (obv.)",Neo-Babylonian,Nippur
P266509,CBS 11360,Old Babylonian,Nippur
P266520,"AfO 29/30, 029, CBS 11374",Old Babylonian,Nippur
P267027,CBS 11889,Middle Babylonian,Nippur
P267158,CBS 12517,Old Babylonian,Nippur
P267163,CBS 12524,Old Babylonian,Nippur
P267358,CBS 12756 + N 5301,Old Babylonian,Nippur
P268409,CBS 13330,Middle Babylonian,Nippur
P268459,CBS 13380,Old Babylonian,Nippur
P268671,CBS 13653,Old Babylonian,Nippur
P268680,CBS 13663,Middle Babylonian,Nippur
P268719,"AfO 29/30, 029, CBS 13706",Old Babylonian,Nippur
P268774,CBS 13761,Middle Babylonian,Nippur
P268934,CBS 13929,Old Babylonian,Nippur
P268990,CBS 13998,Old Babylonian,Nippur
P269053,CBS 14032,Old Babylonian,Nippur
P269863,CBS 15336,Old Babylonian,Nippur
P270004,"JCS 52, 091",Middle Babylonian,Nippur
P270403,CBS 19823,Middle Babylonian,Nippur
P270408,"JCS 52, 091",Middle Babylonian,Nippur
P270865,EA 374,Old Babylonian,Akhetaten
P271301,Msk 731030,Middle Babylonian,Emar
P271312,Msk 731040a,Middle Babylonian,Emar
P271316,Msk 731044,Middle Babylonian,Emar
P271318,Msk 731046,Middle Babylonian,Emar
P271320,Msk 731048,Middle Babylonian,Emar
P271322,Msk 731050,Middle Babylonian,Emar
P271325,Msk 731053,Middle Babylonian,Emar
P271330,Msk 731058,Middle Babylonian,Emar
P271331,Msk 731059a +,Middle Babylonian,Emar
P271337,Msk 731064 +,Middle Babylonian,Emar
P271339,Msk 731067,Middle Babylonian,Emar
P271346,Msk 731075p,Middle Babylonian,Emar
P271356,Msk 731079,Middle Babylonian,Emar
P271370,Msk 731082,Middle Babylonian,Emar
P271375,Msk 731084j,Middle Babylonian,Emar
P271377,Msk 731084o,Middle Babylonian,Emar
P271379,Msk 731084z,Middle Babylonian,Emar
P271388,Msk 731086,Middle Babylonian,Emar
P271392,Msk 731089c,Middle Babylonian,Emar
P271413,Msk 73265,Middle Babylonian,Emar
P271449,Msk 74101d,Middle Babylonian,Emar
P271452,Msk 74101o,Middle Babylonian,Emar
P271457,Msk 74102d,Middle Babylonian,Emar
P271465,Msk 74103a +,Middle Babylonian,Emar
P271466,Msk 74103b,Middle Babylonian,Emar
P271469,Msk 74103r,Middle Babylonian,Emar
P271473,Msk 74104h,Middle Babylonian,Emar
P271474,Msk 74104i,Middle Babylonian,Emar
P271477,Msk 74104p,Middle Babylonian,Emar
P271481,Msk 74104x,Middle Babylonian,Emar
P271482,Msk 74104y,Middle Babylonian,Emar
P271483,Msk 74105a,Middle Babylonian,Emar
P271485,Msk 74105d,Middle Babylonian,Emar
P271492,Msk 74106e +,Middle Babylonian,Emar
P271495,Msk 74107ag,Middle Babylonian,Emar
P271503,Msk 74107ax,Middle Babylonian,Emar
P271509,Msk 74107f,Middle Babylonian,Emar
P271514,Msk 74107l,Middle Babylonian,Emar
P271519,Msk 74107u,Middle Babylonian,Emar
P271520,Msk 74107v,Middle Babylonian,Emar
P271526,Msk 74109a,Middle Babylonian,Emar
P271539,Msk 74112a,Middle Babylonian,Emar
P271546,Msk 74114d,Middle Babylonian,Emar
P271549,Msk 74114j,Middle Babylonian,Emar
P271551,Msk 74115 +,Middle Babylonian,Emar
P271556,Msk 74117g,Middle Babylonian,Emar
P271564,Msk 74118c,Middle Babylonian,Emar
P271567,Msk 74121,Middle Babylonian,Emar
P271571,Msk 74122ag,Middle Babylonian,Emar
P271572,Msk 74122ah,Middle Babylonian,Emar
P271573,Msk 74122al,Middle Babylonian,Emar
P271576,Msk 74122ba,Middle Babylonian,Emar
P271578,Msk 74122c +,Middle Babylonian,Emar
P271580,Msk 74122e,Middle Babylonian,Emar
P271582,Msk 74122o,Middle Babylonian,Emar
P271586,Msk 74122w,Middle Babylonian,Emar
P271598,Msk 74123q,Middle Babylonian,Emar
P271611,Msk 74127b,Middle Babylonian,Emar
P271613,Msk 74127d,Middle Babylonian,Emar
P271614,Msk 74127f,Middle Babylonian,Emar
P271622,Msk 74128c,Middle Babylonian,Emar
P271632,Msk 74128o,Middle Babylonian,Emar
P271640,Msk 74129c,Middle Babylonian,Emar
P271642,Msk 74129e,Middle Babylonian,Emar
P271652,Msk 74132i,Middle Babylonian,Emar
P271656,Msk 74132p,Middle Babylonian,Emar
P271657,Msk 74132s,Middle Babylonian,Emar
P271658,Msk 74132u,Middle Babylonian,Emar
P271666,Msk 74135c,Middle Babylonian,Emar
P271671,Msk 74137a +,Middle Babylonian,Emar
P271674,Msk 74137k,Middle Babylonian,Emar
P271675,Msk 74139,Middle Babylonian,Emar
P271689,Msk 74146a,Middle Babylonian,Emar
P271698,Msk 74146o,Middle Babylonian,Emar
P271704,Msk 74147g,Middle Babylonian,Emar
P271706,Msk 74148a,Middle Babylonian,Emar
P271710,Msk 74148b,Middle Babylonian,Emar
P271712,Msk 74148d,Middle Babylonian,Emar
P271714,Msk 74148k,Middle Babylonian,Emar
P271716,Msk 74148m,Middle Babylonian,Emar
P271724,Msk 74148w,Middle Babylonian,Emar
P271725,Msk 74149,Middle Babylonian,Emar
P271727,Msk 74152a,Middle Babylonian,Emar
P271728,Msk 74152b,Middle Babylonian,Emar
P271731,Msk 74152g,Middle Babylonian,Emar
P271733,Msk 74155a +,Middle Babylonian,Emar
P271741,Msk 74158d +,Middle Babylonian,Emar
P271742,Msk 74158e,Middle Babylonian,Emar
P271754,Msk 74159f,Middle Babylonian,Emar
P271765,Msk 74160c,Middle Babylonian,Emar
P271766,Msk 74160f,Middle Babylonian,Emar
P271768,Msk 74160i,Middle Babylonian,Emar
P271771,Msk 74163b,Middle Babylonian,Emar
P271772,Msk 74164a +,Middle Babylonian,Emar
P271773,Msk 74164b,Middle Babylonian,Emar
P271774,Msk 74164c,Middle Babylonian,Emar
P271782,Msk 74166b,Middle Babylonian,Emar
P271787,Msk 74171b,Middle Babylonian,Emar
P271789,Msk 74171e,Middle Babylonian,Emar
P271790,Msk 74171f,Middle Babylonian,Emar
P271791,Msk 74171g,Middle Babylonian,Emar
P271792,Msk 74171j,Middle Babylonian,Emar
P271802,Msk 74178a,Middle Babylonian,Emar
P271803,Msk 74178b,Middle Babylonian,Emar
P271813,Msk 74187,Middle Babylonian,Emar
P271818,Msk 74190e,Middle Babylonian,Emar
P271820,Msk 74190h,Middle Babylonian,Emar
P271821,Msk 74190i,Middle Babylonian,Emar
P271822,Msk 74190j,Middle Babylonian,Emar
P271823,Msk 74191a,Middle Babylonian,Emar
P271824,Msk 74191c,Middle Babylonian,Emar
P271857,Msk 74198b,Middle Babylonian,Emar
P271858,Msk 74198c,Middle Babylonian,Emar
P271859,Msk 74198d,Middle Babylonian,Emar
P271865,Msk 74198l,Middle Babylonian,Emar
P271868,Msk 74198o,Middle Babylonian,Emar
P271881,Msk 74199l,Middle Babylonian,Emar
P271885,Msk 74199t,Middle Babylonian,Emar
P271888,Msk 74199w +,Middle Babylonian,Emar
P271896,Msk 74202,Middle Babylonian,Emar
P271899,Msk 74203e +,Middle Babylonian,Emar
P271908,Msk 74208b,Middle Babylonian,Emar
P271909,Msk 74208c,Middle Babylonian,Emar
P271911,Msk 74209a +,Middle Babylonian,Emar
P271929,Msk 74217a,Middle Babylonian,Emar
P271930,Msk 74217b,Middle Babylonian,Emar
P271938,Msk 74231a,Middle Babylonian,Emar
P271941,Msk 74232d,Middle Babylonian,Emar
P271945,Msk 74232k,Middle Babylonian,Emar
P271955,Msk 74233g,Middle Babylonian,Emar
P271960,Msk 74234b,Middle Babylonian,Emar
P271962,Msk 74234d,Middle Babylonian,Emar
P271993,Msk 74246a,Middle Babylonian,Emar
P271994,Msk 74246b,Middle Babylonian,Emar
P271995,Msk 74247,Middle Babylonian,Emar
P271997,Msk 74248c,Middle Babylonian,Emar
P271999,Msk 74250,Middle Babylonian,Emar
P272008,Msk 74261e,Middle Babylonian,Emar
P272070,Msk 74293j,Middle Babylonian,Emar
P272097,Msk 74298e,Middle Babylonian,Emar
P272125,Msk 74309,Middle Babylonian,Emar
P272146,Msk 07433,Middle Babylonian,Emar
P272158,Msk 74342a,Middle Babylonian,Emar
P272184,Msk 07448,Middle Babylonian,Emar
P272191,Msk 07455 +,Middle Babylonian,Emar
P272196,Msk 07462,Middle Babylonian,Emar
P272201,Msk 07467,Middle Babylonian,Emar
P272241,Msk 07476a,Middle Babylonian,Emar
P272243,Msk 07480a,Middle Babylonian,Emar
P272248,Msk 07481h,Middle Babylonian,Emar
P272251,Msk 07481p,Middle Babylonian,Emar
P272252,Msk 07482g,Middle Babylonian,Emar
P272256,Msk 07484b +,Middle Babylonian,Emar
P272257,Msk 07484c,Middle Babylonian,Emar
P272275,Msk 07488f,Middle Babylonian,Emar
P272280,Msk 07489l,Middle Babylonian,Emar
P272282,Msk 07490b,Middle Babylonian,Emar
P272284,Msk 07490f,Middle Babylonian,Emar
P272288,Msk 07491ac,Middle Babylonian,Emar
P272293,Msk 07491e,Middle Babylonian,Emar
P272298,Msk 07491p,Middle Babylonian,Emar
P272299,Msk 07491z,Middle Babylonian,Emar
P272304,Msk 07494b +,Middle Babylonian,Emar
P272310,Msk 07496b,Middle Babylonian,Emar
P272311,Msk 07496c,Middle Babylonian,Emar
P272312,Msk 07496i,Middle Babylonian,Emar
P272313,Msk 07496j,Middle Babylonian,Emar
P272316,Msk 07498c +,Middle Babylonian,Emar
P272319,Msk 07498f,Middle Babylonian,Emar
P272322,Msk 07498i,Middle Babylonian,Emar
P272323,Msk 07498j,Middle Babylonian,Emar
P272341,Msk 07520,Middle Babylonian,Emar
P272384,Msk 74124a,Middle Babylonian,Emar
P272530,LoC 001,Old Babylonian,not entered
P272531,LoC 002,Old Babylonian,not entered
P272532,LoC 004,Old Babylonian,uncertain
P272533,LoC 005,Old Babylonian,not entered
P272534,LoC 006,Old Babylonian,not entered
P272535,LoC 007,Old Babylonian,not entered
P272536,LoC 008,Ur III,not entered
P272537,LoC 009,Old Babylonian,not entered
P272538,LoC 010,Old Babylonian,not entered
P272557,LoC 035,Old Babylonian,not entered
P272565,LoC 033,Old Babylonian,uncertain
P272607,CMAA loan 03,Old Babylonian,uncertain
P272608,CMAA loan 04,Old Babylonian,uncertain
P272619,UCB-NES 02,not entered,not entered
P272800,Kress 013,Old Babylonian,uncertain
P272823,www bc galleries 009,Old Babylonian,Umma
P273244,"Gilgamesh II 020, IM 57836",Middle Babylonian,Nippur
P273335,RS 17.040,Middle Babylonian,Ugarit
P273336,BM 048128,Middle Babylonian,uncertain
P273338,"UET 6, 0400",Middle Babylonian,Ur
P273616,6N-T0677,Ur III,Nippur
P273617,6N-T0678,Ur III,Nippur
P273618,6N-T0679,Ur III,Nippur
P273619,6N-T0680,Ur III,Nippur
P273620,6N-T0681 + 6N-T0685,Ur III,Nippur
P273705,TCVC 775,Old Babylonian,not entered
P273706,TCVC 776,Old Babylonian,uncertain
P273708,TCVC 778,Old Babylonian,not entered
P273712,TCVC 782,Old Babylonian,uncertain
P273802,Education in the Earliest Schools no. 015,Old Babylonian,uncertain
P273812,"PARS 12/01, 042",Old Babylonian,uncertain
P273823,"PARS 12/01, 058",Old Babylonian,uncertain
P273838,"PARS 12/01, 084",Old Babylonian,uncertain
P273840,"PARS 12/01, 089",Old Babylonian,uncertain
P273841,"PARS 12/01, 090",Old Babylonian,uncertain
P273852,"PARS 12/01, 122",Old Babylonian,uncertain
P273857,"PARS 12/01, 127",Old Babylonian,uncertain
P273861,Education in the Earliest Schools no. 134,Old Babylonian,not entered
P273870,"PARS 12/01, 143",Old Babylonian,uncertain
P273880,"CUSAS 12, 3.1.01",Old Babylonian,uncertain
P274257,"CT 58, 61",Middle Babylonian,Sippar
P274468,"CUSAS 12, 3.2.08",Old Babylonian,uncertain
P274470,MS 4532bis,Old Babylonian,uncertain
P274477,"CM 22, pl. 10",Old Babylonian,Nippur
P274478,"CM 22, pl. 09",Old Babylonian,Nippur
P274479,"TMN p. 334, Ist Ni 03531",Old Babylonian,Nippur
P274480,"CTN 2, 271",Neo-Assyrian,Kalhu
P274481,"CTN 2, 272",Neo-Assyrian,Kalhu
P274482,"SpTU 2, 051",Hellenistic,Uruk
P274483,"SpTU 2, 052",Hellenistic,Uruk
P274484,"SpTU 3, 111",Hellenistic,Uruk
P274485,"SpTU 3, 110",Hellenistic,Uruk
P274486,"SpTU 3, 112",Hellenistic,Uruk
P274487,"SpTU 4, 144a ?",Hellenistic,Uruk
P274488,"SpTU 3, 114b",Hellenistic,Uruk
P274489,"SpTU 3, 115",Hellenistic,Uruk
P274490,"SpTU 3, 117",Hellenistic,Uruk
P274491,"SpTU 3, 120",Hellenistic,Uruk
P274492,"SpTU 4, 186",Hellenistic,Uruk
P274493,"SpTU 4, 192",Hellenistic,Uruk
P274494,"SpTU 4, 193",Hellenistic,Uruk
P274495,"SpTU 4, 194",Hellenistic,Uruk
P274496,"SpTU 4, 195",Hellenistic,Uruk
P274497,"SpTU 4, 196",Hellenistic,Uruk
P274498,"SpTU 5, 278",Hellenistic,Uruk
P274499,"SpTU 5, 279",Hellenistic,Uruk
P274500,"SpTU 5, 280",Hellenistic,Uruk
P274501,"SpTU 5, 281",Hellenistic,Uruk
P274502,"SpTU 5, 282",Hellenistic,Uruk
P274503,"CTN 4, 220",Neo-Assyrian,Kalhu
P274504,"CTN 4, 221",Neo-Assyrian,Kalhu
P274505,"CTN 4, 222",Neo-Assyrian,Kalhu
P274506,"CTN 4, 208",Neo-Assyrian,Kalhu
P274507,"CTN 4, 209",Neo-Assyrian,Kalhu
P274508,"CTN 4, 210",Neo-Assyrian,Kalhu
P274509,"CTN 4, 211",Neo-Assyrian,Kalhu
P274510,"CTN 4, 212",Neo-Assyrian,Kalhu
P274511,"CTN 4, 213",Neo-Assyrian,Kalhu
P274512,"CTN 4, 214",Neo-Assyrian,Kalhu
P274513,"CTN 4, 216",Neo-Assyrian,Kalhu
P274514,"CTN 4, 217",Neo-Assyrian,Kalhu
P274515,"CTN 4, 224",Neo-Assyrian,Kalhu
P274516,"CTN 4, 225",Neo-Assyrian,Kalhu
P274517,"CTN 4, 226",Neo-Assyrian,Kalhu
P274518,"CTN 4, 227",Neo-Assyrian,Kalhu
P274519,"CTN 4, 228",Neo-Assyrian,Kalhu
P274520,"CTN 4, 230",Neo-Assyrian,Kalhu
P274521,"CTN 4, 231",Neo-Assyrian,Kalhu
P274522,"CTN 4, 232",Neo-Assyrian,Kalhu
P274523,"CTN 4, 233a (part of P363647)",Neo-Assyrian,Kalhu
P274524,"CTN 4, 233c (part of P363647)",Neo-Assyrian,Kalhu
P274525,"CTN 4, 233b",Neo-Assyrian,Kalhu
P274526,"CTN 4, 236",Neo-Assyrian,Kalhu
P274527,"CTN 4, 237",Neo-Assyrian,Kalhu
P274528,"CTN 4, 238",Neo-Assyrian,Kalhu
P274529,"CTN 4, 239",Neo-Assyrian,Kalhu
P274530,"CTN 4, 241",Neo-Assyrian,Kalhu
P274531,"CTN 4, 242",Neo-Assyrian,Kalhu
P274532,"CTN 4, 243",Neo-Assyrian,Kalhu
P274533,"CTN 4, 244",Neo-Assyrian,Kalhu
P274534,"CTN 4, 245",Neo-Assyrian,Kalhu
P274536,"CT 18, pl. 16, K 08665 + K 14076",Neo-Assyrian,Nineveh
P274537,"CT 18, pl. 26, K 04181 + 13576 + 04236",Neo-Assyrian,Nineveh
P274538,BM 132709,Neo-Assyrian,Nineveh
P274539,K 14900,Neo-Assyrian,Nineveh
P274541,"STT 2, 392",Neo-Assyrian,Huzirina
P274542,"CT 18, pl. 27, K 04409 + Meissner Supp. 26 (BM 040782)",Neo-Assyrian,Nineveh
P274543,"ZA 04, 159 9",Neo-Assyrian,Nineveh
P274544,"CT 18, pl. 05 , Bu 1889-04-26, 048",Neo-Assyrian,Nineveh
P274545,"OECT 04, 150",Neo-Babylonian,Kish
P274546,"LTBA 2, 6",Neo-Assyrian,Nineveh
P274548,"SpTU 3, 118",Hellenistic,Uruk
P274549,"LTBA 2, 8",Neo-Assyrian,Assur
P274550,"CTN 4, 219",Neo-Babylonian,Kalhu
P274552,"ZA 043, 008-009",Neo-Babylonian,Uruk
P274553,"LTBA 2, 1",Neo-Assyrian,Assur
P274554,"CT 51, 175",Neo-Assyrian,Nineveh
P274555,"LTBA 2, 9a + LTBA 2, 9b + CT 18, 25 +  CT 18, 16",Neo-Assyrian,Nineveh
P274556,"LTBA 2, 9b (part of P274555)",Neo-Assyrian,Nineveh
P274557,"CT 18, pl. 25, K 13579 (part of P274555)",Neo-Assyrian,Nineveh
P274558,"CT 18, pl. 16, Rm 0346 (part of P274555)",Neo-Assyrian,Nineveh
